student_id,date_registered,first_date_watched,first_date_purchased,days_diff_reg_watch,days_diff_watch_purch
255517,2021-12-03,2021-12-03,NULL,0,NULL
255521,2021-12-03,2021-12-03,NULL,0,NULL
255523,2021-12-03,2021-12-03,NULL,0,NULL
255524,2021-12-03,2021-12-03,NULL,0,NULL
255525,2021-12-03,2021-12-03,NULL,0,NULL
255529,2021-12-03,2021-12-03,2021-12-07,0,4
255532,2021-12-03,2021-12-03,NULL,0,NULL
255533,2021-12-03,2021-12-03,NULL,0,NULL
255534,2021-12-03,2021-12-03,2021-12-06,0,3
255547,2021-12-03,2021-12-03,NULL,0,NULL
255548,2021-12-03,2021-12-03,NULL,0,NULL
255550,2021-12-03,2021-12-03,NULL,0,NULL
255553,2021-12-03,2021-12-03,NULL,0,NULL
255554,2021-12-03,2021-12-03,NULL,0,NULL
255555,2021-12-03,2021-12-03,NULL,0,NULL
255556,2021-12-03,2021-12-03,NULL,0,NULL
255558,2021-12-03,2021-12-03,NULL,0,NULL
255559,2021-12-03,2021-12-03,NULL,0,NULL
255561,2021-12-03,2021-12-06,NULL,3,NULL
255563,2021-12-03,2021-12-03,2021-12-03,0,0
255572,2021-12-03,2021-12-03,NULL,0,NULL
255578,2021-12-03,2021-12-03,NULL,0,NULL
255580,2021-12-03,2021-12-03,NULL,0,NULL
255581,2021-12-03,2021-12-03,NULL,0,NULL
255585,2021-12-03,2021-12-03,NULL,0,NULL
255587,2021-12-03,2021-12-03,NULL,0,NULL
255589,2021-12-03,2021-12-10,2021-12-10,7,0
255592,2021-12-03,2021-12-07,NULL,4,NULL
255593,2021-12-03,2021-12-03,NULL,0,NULL
255595,2021-12-03,2021-12-05,2021-12-09,2,4
255598,2021-12-03,2021-12-03,NULL,0,NULL
255603,2021-12-03,2021-12-03,NULL,0,NULL
255606,2021-12-03,2021-12-03,NULL,0,NULL
255608,2021-12-03,2021-12-03,NULL,0,NULL
255610,2021-12-03,2021-12-03,NULL,0,NULL
255613,2021-12-03,2022-08-15,NULL,255,NULL
255615,2021-12-03,2021-12-06,NULL,3,NULL
255619,2021-12-03,2021-12-04,NULL,1,NULL
255622,2021-12-03,2021-12-03,NULL,0,NULL
255623,2021-12-03,2021-12-23,NULL,20,NULL
255624,2021-12-03,2021-12-03,NULL,0,NULL
255630,2021-12-03,2021-12-03,NULL,0,NULL
255634,2021-12-03,2021-12-03,NULL,0,NULL
255637,2021-12-03,2021-12-03,NULL,0,NULL
255641,2021-12-03,2021-12-03,2021-12-03,0,0
255642,2021-12-03,2021-12-03,NULL,0,NULL
255643,2021-12-03,2021-12-03,NULL,0,NULL
255646,2021-12-03,2021-12-03,NULL,0,NULL
255650,2021-12-03,2021-12-03,NULL,0,NULL
255652,2021-12-03,2021-12-03,NULL,0,NULL
255656,2021-12-03,2021-12-03,NULL,0,NULL
255657,2021-12-03,2021-12-03,NULL,0,NULL
255658,2021-12-03,2021-12-03,NULL,0,NULL
255660,2021-12-03,2022-03-04,NULL,91,NULL
255661,2021-12-04,2021-12-04,NULL,0,NULL
255664,2021-12-04,2021-12-04,NULL,0,NULL
255665,2021-12-04,2021-12-04,NULL,0,NULL
255668,2021-12-04,2021-12-04,2022-01-25,0,52
255670,2021-12-04,2021-12-07,NULL,3,NULL
255677,2021-12-04,2021-12-04,NULL,0,NULL
255684,2021-12-04,2021-12-04,NULL,0,NULL
255690,2021-12-04,2021-12-04,NULL,0,NULL
255692,2021-12-04,2021-12-04,NULL,0,NULL
255694,2021-12-04,2021-12-04,NULL,0,NULL
255696,2021-12-04,2021-12-04,NULL,0,NULL
255698,2021-12-04,2021-12-04,NULL,0,NULL
255700,2021-12-04,2021-12-04,NULL,0,NULL
255702,2021-12-04,2021-12-04,NULL,0,NULL
255703,2021-12-04,2021-12-04,NULL,0,NULL
255711,2021-12-04,2021-12-06,NULL,2,NULL
255713,2021-12-04,2021-12-04,NULL,0,NULL
255714,2021-12-04,2021-12-04,NULL,0,NULL
255715,2021-12-04,2021-12-04,NULL,0,NULL
255716,2021-12-04,2021-12-04,NULL,0,NULL
255720,2021-12-04,2021-12-04,NULL,0,NULL
255723,2021-12-04,2021-12-06,NULL,2,NULL
255724,2021-12-04,2021-12-04,NULL,0,NULL
255727,2021-12-04,2021-12-04,NULL,0,NULL
255728,2021-12-04,2021-12-04,NULL,0,NULL
255729,2021-12-04,2021-12-04,NULL,0,NULL
255730,2021-12-04,2021-12-04,NULL,0,NULL
255731,2021-12-04,2021-12-04,NULL,0,NULL
255732,2021-12-04,2022-03-21,NULL,107,NULL
255733,2021-12-04,2021-12-04,NULL,0,NULL
255734,2021-12-04,2021-12-04,NULL,0,NULL
255735,2021-12-04,2021-12-04,NULL,0,NULL
255741,2021-12-04,2021-12-14,NULL,10,NULL
255744,2021-12-04,2021-12-04,2021-12-06,0,2
255748,2021-12-04,2021-12-06,NULL,2,NULL
255749,2021-12-04,2021-12-04,NULL,0,NULL
255751,2021-12-04,2021-12-07,NULL,3,NULL
255752,2021-12-04,2021-12-04,NULL,0,NULL
255755,2021-12-04,2021-12-06,NULL,2,NULL
255757,2021-12-04,2021-12-04,NULL,0,NULL
255759,2021-12-04,2021-12-04,NULL,0,NULL
255761,2021-12-04,2021-12-04,NULL,0,NULL
255762,2021-12-04,2021-12-04,NULL,0,NULL
255764,2021-12-04,2021-12-04,NULL,0,NULL
255765,2021-12-04,2021-12-06,2021-12-10,2,4
255766,2021-12-04,2021-12-04,NULL,0,NULL
255768,2021-12-04,2022-01-06,NULL,33,NULL
255770,2021-12-04,2021-12-04,NULL,0,NULL
255772,2021-12-04,2021-12-04,2021-12-04,0,0
255774,2021-12-04,2021-12-04,NULL,0,NULL
255776,2021-12-04,2021-12-04,NULL,0,NULL
255779,2021-12-04,2021-12-04,NULL,0,NULL
255784,2021-12-04,2021-12-04,NULL,0,NULL
255786,2021-12-04,2021-12-05,NULL,1,NULL
255789,2021-12-04,2021-12-04,NULL,0,NULL
255791,2021-12-04,2021-12-04,NULL,0,NULL
255792,2021-12-04,2021-12-04,NULL,0,NULL
255793,2021-12-05,2021-12-07,NULL,2,NULL
255795,2021-12-05,2021-12-05,NULL,0,NULL
255796,2021-12-05,2021-12-05,NULL,0,NULL
255798,2021-12-05,2022-02-22,NULL,79,NULL
255800,2021-12-05,2021-12-05,NULL,0,NULL
255804,2021-12-05,2021-12-05,NULL,0,NULL
255806,2021-12-05,2021-12-05,NULL,0,NULL
255808,2021-12-05,2021-12-05,NULL,0,NULL
255810,2021-12-05,2021-12-06,NULL,1,NULL
255813,2021-12-05,2021-12-05,NULL,0,NULL
255819,2021-12-05,2021-12-05,NULL,0,NULL
255820,2021-12-05,2021-12-05,NULL,0,NULL
255821,2021-12-05,2021-12-05,NULL,0,NULL
255826,2021-12-05,2021-12-05,NULL,0,NULL
255827,2021-12-05,2021-12-05,2022-02-25,0,82
255830,2021-12-05,2021-12-05,NULL,0,NULL
255831,2021-12-05,2021-12-05,NULL,0,NULL
255832,2021-12-05,2021-12-05,NULL,0,NULL
255833,2021-12-05,2021-12-05,NULL,0,NULL
255834,2021-12-05,2021-12-05,NULL,0,NULL
255835,2021-12-05,2021-12-09,NULL,4,NULL
255836,2021-12-05,2021-12-05,NULL,0,NULL
255838,2021-12-05,2022-02-19,NULL,76,NULL
255839,2021-12-05,2021-12-06,NULL,1,NULL
255840,2021-12-05,2021-12-05,NULL,0,NULL
255844,2021-12-05,2021-12-05,NULL,0,NULL
255848,2021-12-05,2021-12-05,NULL,0,NULL
255849,2021-12-05,2021-12-05,NULL,0,NULL
255852,2021-12-05,2021-12-05,NULL,0,NULL
255854,2021-12-05,2021-12-05,NULL,0,NULL
255855,2021-12-05,2021-12-05,NULL,0,NULL
255859,2021-12-05,2021-12-05,2021-12-08,0,3
255865,2021-12-05,2021-12-05,NULL,0,NULL
255867,2021-12-05,2021-12-05,NULL,0,NULL
255870,2021-12-05,2021-12-05,NULL,0,NULL
255871,2021-12-05,2021-12-05,NULL,0,NULL
255872,2021-12-05,2021-12-05,NULL,0,NULL
255875,2021-12-05,2021-12-05,NULL,0,NULL
255876,2021-12-05,2021-12-05,NULL,0,NULL
255877,2021-12-05,2021-12-11,NULL,6,NULL
255879,2021-12-05,2021-12-05,NULL,0,NULL
255880,2021-12-05,2021-12-05,NULL,0,NULL
255884,2021-12-05,2021-12-08,NULL,3,NULL
255885,2021-12-05,2021-12-05,NULL,0,NULL
255886,2021-12-05,2022-08-14,NULL,252,NULL
255887,2021-12-05,2021-12-05,NULL,0,NULL
255888,2021-12-05,2021-12-05,NULL,0,NULL
255890,2021-12-05,2021-12-05,NULL,0,NULL
255892,2021-12-05,2021-12-07,2023-01-19,2,408
255894,2021-12-05,2021-12-07,NULL,2,NULL
255896,2021-12-06,2021-12-06,NULL,0,NULL
255897,2021-12-06,2022-08-16,NULL,253,NULL
255898,2021-12-06,2021-12-06,NULL,0,NULL
255902,2021-12-06,2021-12-06,NULL,0,NULL
255903,2021-12-06,2021-12-06,NULL,0,NULL
255905,2021-12-06,2021-12-06,NULL,0,NULL
255908,2021-12-06,2021-12-06,NULL,0,NULL
255909,2021-12-06,2022-01-10,NULL,35,NULL
255910,2021-12-06,2021-12-06,NULL,0,NULL
255911,2021-12-06,2021-12-06,NULL,0,NULL
255912,2021-12-06,2021-12-06,2022-02-18,0,74
255914,2021-12-06,2021-12-06,NULL,0,NULL
255916,2021-12-06,2021-12-06,NULL,0,NULL
255917,2021-12-06,2022-01-03,NULL,28,NULL
255919,2021-12-06,2021-12-06,NULL,0,NULL
255920,2021-12-06,2021-12-06,NULL,0,NULL
255921,2021-12-06,2021-12-06,NULL,0,NULL
255923,2021-12-06,2021-12-07,NULL,1,NULL
255926,2021-12-06,2021-12-06,NULL,0,NULL
255927,2021-12-06,2021-12-06,NULL,0,NULL
255930,2021-12-06,2021-12-06,NULL,0,NULL
255931,2021-12-06,2021-12-10,NULL,4,NULL
255935,2021-12-06,2021-12-06,NULL,0,NULL
255936,2021-12-06,2021-12-06,NULL,0,NULL
255942,2021-12-06,2021-12-06,NULL,0,NULL
255943,2021-12-06,2021-12-06,NULL,0,NULL
255949,2021-12-06,2021-12-06,NULL,0,NULL
255958,2021-12-06,2021-12-28,NULL,22,NULL
255960,2021-12-06,2021-12-06,NULL,0,NULL
255963,2021-12-06,2021-12-06,NULL,0,NULL
255972,2021-12-06,2021-12-06,NULL,0,NULL
255973,2021-12-06,2022-03-06,NULL,90,NULL
255975,2021-12-06,2021-12-06,NULL,0,NULL
255979,2021-12-06,2021-12-17,NULL,11,NULL
255982,2021-12-06,2021-12-06,NULL,0,NULL
255984,2021-12-06,2021-12-06,NULL,0,NULL
255985,2021-12-06,2021-12-06,NULL,0,NULL
255988,2021-12-06,2021-12-06,NULL,0,NULL
255989,2021-12-06,2021-12-06,NULL,0,NULL
255991,2021-12-06,2021-12-07,NULL,1,NULL
255993,2021-12-06,2021-12-06,2021-12-16,0,10
255995,2021-12-06,2021-12-06,NULL,0,NULL
255997,2021-12-06,2021-12-06,NULL,0,NULL
255999,2021-12-06,2021-12-06,NULL,0,NULL
256000,2021-12-06,2021-12-06,NULL,0,NULL
256002,2021-12-06,2021-12-06,NULL,0,NULL
256004,2021-12-06,2021-12-06,NULL,0,NULL
256009,2021-12-06,2021-12-06,NULL,0,NULL
256010,2021-12-06,2022-09-20,NULL,288,NULL
256011,2021-12-06,2021-12-09,NULL,3,NULL
256015,2021-12-06,2021-12-06,NULL,0,NULL
256018,2021-12-06,2021-12-28,2021-12-29,22,1
256019,2021-12-06,2021-12-06,NULL,0,NULL
256023,2021-12-06,2021-12-06,NULL,0,NULL
256027,2021-12-06,2021-12-06,NULL,0,NULL
256032,2021-12-06,2021-12-06,NULL,0,NULL
256033,2021-12-06,2021-12-06,NULL,0,NULL
256036,2021-12-06,2021-12-06,NULL,0,NULL
256039,2021-12-06,2021-12-06,NULL,0,NULL
256042,2021-12-06,2021-12-06,NULL,0,NULL
256043,2021-12-06,2022-05-31,NULL,176,NULL
256044,2021-12-06,2021-12-06,NULL,0,NULL
256048,2021-12-06,2021-12-06,NULL,0,NULL
256050,2021-12-06,2021-12-07,NULL,1,NULL
256051,2021-12-06,2021-12-06,NULL,0,NULL
256052,2021-12-07,2021-12-07,NULL,0,NULL
256054,2021-12-07,2021-12-07,NULL,0,NULL
256055,2021-12-07,2021-12-07,2021-12-07,0,0
256057,2021-12-07,2021-12-07,NULL,0,NULL
256058,2021-12-07,2022-09-11,NULL,278,NULL
256060,2021-12-07,2021-12-07,NULL,0,NULL
256061,2021-12-07,2021-12-07,NULL,0,NULL
256062,2021-12-07,2021-12-07,NULL,0,NULL
256064,2021-12-07,2021-12-07,NULL,0,NULL
256065,2021-12-07,2021-12-07,NULL,0,NULL
256067,2021-12-07,2021-12-07,NULL,0,NULL
256071,2021-12-07,2021-12-07,NULL,0,NULL
256073,2021-12-07,2021-12-07,NULL,0,NULL
256074,2021-12-07,2021-12-07,NULL,0,NULL
256075,2021-12-07,2021-12-07,NULL,0,NULL
256077,2021-12-07,2021-12-07,NULL,0,NULL
256079,2021-12-07,2021-12-07,NULL,0,NULL
256082,2021-12-07,2021-12-07,NULL,0,NULL
256085,2021-12-07,2021-12-07,NULL,0,NULL
256086,2021-12-07,2021-12-24,NULL,17,NULL
256088,2021-12-07,2021-12-07,NULL,0,NULL
256089,2021-12-07,2021-12-07,NULL,0,NULL
256093,2021-12-07,2021-12-10,NULL,3,NULL
256095,2021-12-07,2021-12-07,NULL,0,NULL
256096,2021-12-07,2021-12-07,NULL,0,NULL
256099,2021-12-07,2021-12-25,NULL,18,NULL
256102,2021-12-07,2021-12-07,NULL,0,NULL
256104,2021-12-07,2021-12-07,NULL,0,NULL
256109,2021-12-07,2021-12-07,NULL,0,NULL
256110,2021-12-07,2021-12-07,NULL,0,NULL
256111,2021-12-07,2021-12-19,NULL,12,NULL
256112,2021-12-07,2021-12-07,NULL,0,NULL
256115,2021-12-07,2021-12-07,NULL,0,NULL
256116,2021-12-07,2021-12-07,NULL,0,NULL
256120,2021-12-07,2021-12-07,NULL,0,NULL
256123,2021-12-07,2021-12-07,NULL,0,NULL
256125,2021-12-07,2021-12-07,NULL,0,NULL
256126,2021-12-07,2021-12-07,NULL,0,NULL
256127,2021-12-07,2021-12-17,2021-12-17,10,0
256128,2021-12-07,2021-12-07,NULL,0,NULL
256130,2021-12-07,2021-12-07,NULL,0,NULL
256133,2021-12-07,2021-12-10,NULL,3,NULL
256134,2021-12-07,2021-12-07,NULL,0,NULL
256135,2021-12-07,2021-12-07,NULL,0,NULL
256140,2021-12-07,2021-12-07,NULL,0,NULL
256143,2021-12-07,2021-12-07,NULL,0,NULL
256145,2021-12-07,2021-12-07,NULL,0,NULL
256149,2021-12-07,2022-01-08,NULL,32,NULL
256150,2021-12-07,2021-12-08,NULL,1,NULL
256152,2021-12-07,2021-12-07,NULL,0,NULL
256154,2021-12-07,2021-12-07,NULL,0,NULL
256156,2021-12-07,2021-12-07,NULL,0,NULL
256157,2021-12-07,2021-12-14,NULL,7,NULL
256161,2021-12-07,2021-12-07,NULL,0,NULL
256162,2021-12-07,2022-09-15,NULL,282,NULL
256163,2021-12-07,2021-12-07,NULL,0,NULL
256164,2021-12-07,2021-12-07,NULL,0,NULL
256168,2021-12-07,2021-12-07,NULL,0,NULL
256169,2021-12-07,2021-12-07,NULL,0,NULL
256176,2021-12-07,2021-12-08,NULL,1,NULL
256178,2021-12-08,2021-12-08,NULL,0,NULL
256180,2021-12-08,2021-12-08,NULL,0,NULL
256181,2021-12-08,2021-12-08,NULL,0,NULL
256183,2021-12-08,2021-12-08,NULL,0,NULL
256185,2021-12-08,2021-12-08,NULL,0,NULL
256187,2021-12-08,2021-12-08,NULL,0,NULL
256190,2021-12-08,2021-12-08,NULL,0,NULL
256193,2021-12-08,2021-12-08,2021-12-08,0,0
256195,2021-12-08,2021-12-09,NULL,1,NULL
256196,2021-12-08,2021-12-08,NULL,0,NULL
256198,2021-12-08,2021-12-08,NULL,0,NULL
256201,2021-12-08,2021-12-08,NULL,0,NULL
256204,2021-12-08,2021-12-08,NULL,0,NULL
256208,2021-12-08,2021-12-08,NULL,0,NULL
256209,2021-12-08,2022-04-24,NULL,137,NULL
256211,2021-12-08,2021-12-08,NULL,0,NULL
256215,2021-12-08,2021-12-19,NULL,11,NULL
256222,2021-12-08,2021-12-08,NULL,0,NULL
256223,2021-12-08,2021-12-08,NULL,0,NULL
256229,2021-12-08,2021-12-08,NULL,0,NULL
256230,2021-12-08,2021-12-08,NULL,0,NULL
256233,2021-12-08,2021-12-08,NULL,0,NULL
256237,2021-12-08,2021-12-08,NULL,0,NULL
256238,2021-12-08,2021-12-08,NULL,0,NULL
256240,2021-12-08,2021-12-08,NULL,0,NULL
256242,2021-12-08,2021-12-08,NULL,0,NULL
256243,2021-12-08,2021-12-11,NULL,3,NULL
256244,2021-12-08,2022-08-12,NULL,247,NULL
256249,2021-12-08,2021-12-08,NULL,0,NULL
256253,2021-12-08,2021-12-08,NULL,0,NULL
256254,2021-12-08,2022-07-27,NULL,231,NULL
256257,2021-12-08,2021-12-08,NULL,0,NULL
256258,2021-12-08,2021-12-08,NULL,0,NULL
256259,2021-12-08,2022-01-13,NULL,36,NULL
256260,2021-12-08,2021-12-08,NULL,0,NULL
256261,2021-12-08,2021-12-08,NULL,0,NULL
256262,2021-12-08,2021-12-08,NULL,0,NULL
256263,2021-12-08,2021-12-08,NULL,0,NULL
256266,2021-12-08,2021-12-09,NULL,1,NULL
256269,2021-12-08,2021-12-08,NULL,0,NULL
256270,2021-12-08,2021-12-09,2021-12-09,1,0
256273,2021-12-08,2021-12-08,NULL,0,NULL
256274,2021-12-08,2021-12-09,NULL,1,NULL
256276,2021-12-08,2021-12-08,NULL,0,NULL
256281,2021-12-08,2021-12-08,NULL,0,NULL
256284,2021-12-08,2021-12-08,NULL,0,NULL
256286,2021-12-08,2021-12-11,NULL,3,NULL
256288,2021-12-08,2021-12-08,NULL,0,NULL
256289,2021-12-08,2021-12-08,NULL,0,NULL
256291,2021-12-08,2021-12-08,NULL,0,NULL
256294,2021-12-08,2021-12-08,NULL,0,NULL
256295,2021-12-08,2021-12-08,NULL,0,NULL
256296,2021-12-08,2022-03-30,NULL,112,NULL
256298,2021-12-08,2021-12-08,NULL,0,NULL
256299,2021-12-08,2021-12-08,NULL,0,NULL
256301,2021-12-08,2021-12-08,2023-01-23,0,411
256302,2021-12-08,2021-12-08,NULL,0,NULL
256303,2021-12-08,2021-12-08,NULL,0,NULL
256305,2021-12-08,2021-12-14,NULL,6,NULL
256310,2021-12-09,2021-12-09,NULL,0,NULL
256312,2021-12-09,2021-12-09,2023-01-18,0,405
256316,2021-12-09,2021-12-09,NULL,0,NULL
256318,2021-12-09,2021-12-09,NULL,0,NULL
256321,2021-12-09,2021-12-09,NULL,0,NULL
256322,2021-12-09,2022-07-18,NULL,221,NULL
256326,2021-12-09,2021-12-09,NULL,0,NULL
256329,2021-12-09,2021-12-09,2021-12-16,0,7
256332,2021-12-09,2021-12-09,NULL,0,NULL
256333,2021-12-09,2021-12-09,NULL,0,NULL
256336,2021-12-09,2021-12-09,NULL,0,NULL
256340,2021-12-09,2021-12-09,NULL,0,NULL
256342,2021-12-09,2021-12-09,NULL,0,NULL
256344,2021-12-09,2021-12-09,NULL,0,NULL
256347,2021-12-09,2021-12-09,NULL,0,NULL
256349,2021-12-09,2021-12-09,NULL,0,NULL
256350,2021-12-09,2021-12-09,NULL,0,NULL
256353,2021-12-09,2021-12-09,NULL,0,NULL
256354,2021-12-09,2021-12-09,NULL,0,NULL
256355,2021-12-09,2021-12-09,NULL,0,NULL
256357,2021-12-09,2021-12-09,NULL,0,NULL
256358,2021-12-09,2021-12-14,NULL,5,NULL
256359,2021-12-09,2021-12-09,NULL,0,NULL
256360,2021-12-09,2021-12-09,NULL,0,NULL
256365,2021-12-09,2021-12-09,NULL,0,NULL
256371,2021-12-09,2021-12-09,NULL,0,NULL
256373,2021-12-09,2021-12-09,NULL,0,NULL
256376,2021-12-09,2021-12-09,NULL,0,NULL
256378,2021-12-09,2021-12-09,NULL,0,NULL
256379,2021-12-09,2021-12-09,NULL,0,NULL
256380,2021-12-09,2021-12-09,NULL,0,NULL
256383,2021-12-09,2021-12-09,NULL,0,NULL
256384,2021-12-09,2021-12-09,NULL,0,NULL
256386,2021-12-09,2021-12-10,2021-12-27,1,17
256395,2021-12-09,2021-12-10,NULL,1,NULL
256396,2021-12-09,2021-12-09,NULL,0,NULL
256397,2021-12-09,2021-12-09,NULL,0,NULL
256398,2021-12-09,2021-12-09,NULL,0,NULL
256401,2021-12-09,2021-12-09,NULL,0,NULL
